id,code,name,partner_id/id,phone,address,franchise_start_date,franchise_end_date,description,status,portal_locked,invoiced
franchise_h228,H228,Cửa hàng 434 Phạm Hùng,wujia_franchise.partner_franchise_h228,0389551660,"434 Phạm Hùng, Khu Vực Yên Hạ, Phường Lê Bình ,Quận Cái Răng, Cần Thơ",2027-07-18,2027-07-19,Cấm 5T,active,0,0
franchise_h169,H169,[H169] Cửa hàng 337 Phan Huy Ích,wujia_franchise.partner_franchise_h169,0941037436,"337 Phan Huy Ích, Phường 14, Gò Vấp",2027-05-01,2027-05-02,,active,0,0
franchise_h179,H179,Cửa hàng 222 Cao Lỗ,wujia_franchise.partner_franchise_h179,0934074374,"222 Cao Lỗ, Phường 4, Quận 8, HCM",2025-10-05,2027-10-05,,active,0,0
franchise_h200,H200,Cửa hàng 284 Khánh Hội,wujia_franchise.partner_franchise_h200,0799212918,"284 Khánh Hội, Phường 2, Quận 4,TP.HCM",2025-12-19,2026-12-19,,active,0,0
franchise_h217,H217,Cửa hàng 12 Kênh Nước Đen,wujia_franchise.partner_franchise_h217,0938586002,"12 Kênh Nước Đen, Bình Hưng Hoà A, Bình Tân, Thành phố Hồ Chí Minh",2026-01-09,2027-01-09,,active,0,0
franchise_h229,H229,Cửa hàng 14/1 Tân Lập,wujia_franchise.partner_franchise_h229,0327832968,"14/1 Ấp Tân Lập, Xã Đông Hòa, Dĩ An, Bình Dương",2025-07-27,2027-07-27,,active,0,0
franchise_h233,H233,Cửa hàng 98 Hà Huy Giáp,wujia_franchise.partner_franchise_h233,0932010233,"98 Hà Huy Giáp, Khu Phố 3A, Phường Thạnh Lộc, Quận 12, TP HCM.",2025-08-08,2026-08-08,,expired,0,0
franchise_h234,H234,Cửa hàng Tổ 5,wujia_franchise.partner_franchise_h234,0865648484,"Tổ 5, KP Mỹ Tân, Phường Mỹ Xuân, TX Phú Mỹ, Bà Rịa-Vũng Tàu",2025-11-22,2026-11-22,,active,0,0
franchise_h236,H236,Cửa hàng 70 Trần Phú,wujia_franchise.partner_franchise_h236,0839646236,"70 Trần Phú, Vĩnh Thanh, Rạch Giá, Kiên Giang",2025-08-10,2026-08-10,,expired,0,0
franchise_h237,H237,[H237] Cửa hàng 1025 CMT8,wujia_franchise.partner_franchise_h237,0982405448,"1025 Cách Mạng Tháng Tám , Phường 7, Quận Tân Bình TP. HCM",2025-11-27,2026-11-27,Cấm tải (500/900),active,0,0
franchise_h241,H241,Cửa hàng 520 Nguyễn Văn Công,wujia_franchise.partner_franchise_h241,0909416308,"520 Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh.",2023-08-21,2026-08-21,,expired,0,0
franchise_h243,H243,Cửa hàng 279 Trần Quốc Toản,wujia_franchise.partner_franchise_h243,0817578968,"279 Đ. Trần Quốc Toản, Bình Đa, Tam Hiệp, Đồng Nai",2025-09-06,2026-09-06,Cấm trên 2T,active,0,0
franchise_h244,H244,[H244] Cửa hàng 56 Nguyễn Văn Thảnh,wujia_franchise.partner_franchise_h244,0901081398,"56 Nguyễn Văn Thảnh,Tổ 20, Khóm 5, Cái Vồn, Thị Xã Bình Minh, Vĩnh Long",2025-09-25,2026-09-25,,active,0,0
franchise_h245,H245,[H245] Cửa hàng 315 Huỳnh Tấn Phát,wujia_franchise.partner_franchise_h245,0987697618,"315 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, TP.HCM",2026-01-01,2027-01-01,,active,0,0
franchise_h246,H246,Cửa hàng 60 Nguyễn An Ninh,wujia_franchise.partner_franchise_h246,0354358226,"60 Nguyễn An Ninh, Dĩ An, Bình Dương",2025-09-06,2026-09-06,Cấm 16-18h,active,0,0
franchise_h247,H247,Cửa hàng 106 Đường An Bình,wujia_franchise.partner_franchise_h247,0989580247,"106 Đường An Bình , Dĩ An , Bình Dương",2025-09-08,2026-09-08,Cấm 16-18h,active,0,0
franchise_h248,H248,Cửa hàng 18/2 Trần Quốc Tuấn,wujia_franchise.partner_franchise_h248,0932294347,"18/2 Trần Quốc Tuấn, KP2, Phường 4, TP Bến Tre",2025-09-12,2026-09-12,,active,0,0
franchise_h249,H249,Cửa hàng 1324 Lê Văn Lương,wujia_franchise.partner_franchise_h249,0347392434,"1324 Lê Văn Lương, Phước Kiển, Nhà Bè",2025-09-12,2026-09-12,,active,0,0
franchise_h250,H250,Cửa hàng 22 Đường 30/4,wujia_franchise.partner_franchise_h250,0369714687,"22 Đường 30/4 , K6 , Phường 3, TP Sóc Trăng",2025-09-27,2026-09-27,,active,0,0
franchise_h251,H251,Cửa hàng 45 Tổ 2,wujia_franchise.partner_franchise_h251,0833832839,"45 Tổ 2 KP 3A, Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",2027-04-14,2027-04-15,Cấm 4:00-8:00/ 16:00-19:00,active,0,0
franchise_h252,H252,Cửa hàng 246A Đặng Thúc Vịnh,wujia_franchise.partner_franchise_h252,0901306028,"246A Đặng Thúc Vịnh, Đông Thạnh, Hóc Môn, TP HCM",2025-10-07,2027-10-07,"Đèn xanh- đỏ, cấm dừng - cấm đậu",active,0,0
franchise_h255,H255,[H255] Cửa hàng 469 Cách Mạng Tháng Tám,wujia_franchise.partner_franchise_h255,0388355423,"469 Cách Mạng Tháng Tám, Khu Phố 2 , Phường 3 , TP Tây Ninh",2025-10-22,2027-10-22,,active,0,0
franchise_h256,H256,Cửa hàng 39 Nguyễn Trung Trực,wujia_franchise.partner_franchise_h256,0778698880,"39 Nguyễn Trung Trực, Vĩnh Bảo, Rạch Giá ,Kiên Giang",2025-10-24,2026-10-24,Cấm 5T,active,0,0
franchise_h253,H253,Cửa hàng 711 Tây Lạc,wujia_franchise.partner_franchise_h253,0981431608,"711 Tây Lạc, An Chu, Bắc Sơn, Trảng Bom, Đồng Nai",2027-04-17,2051-04-16,,active,0,0
franchise_h258,H258,[H258] Cửa hàng 1075 Hùng Vương,wujia_franchise.partner_franchise_h258,0909306368,"1075 Hùng Vương, Ngã Bảy, Hậu Giang",2025-10-30,2026-10-30,,active,0,0
franchise_h257,H257,Cửa hàng 239 Trương Công Định,wujia_franchise.partner_franchise_h257,0778654257,"239 Trương Công Định, Khu 2, Thị Trấn Cái Bè, Tiền Giang",2025-10-30,2026-10-30,,active,0,0
franchise_h260,H260,Cửa hàng 325 Đường số 8,wujia_franchise.partner_franchise_h260,0383539690,"325 Đường số 8, Phường 11, Gò Vấp, TP HCM",2025-11-18,2026-11-18,,active,0,0
franchise_bb01,BB01,Tiệm bánh bao 01,wujia_franchise.partner_franchise_bb01,,"33 Phan Chu Trinh, Phường Tân An, Quận Ninh Kiều, TP Cần Thơ",2026-08-27,,,draft,0,0
franchise_bb02,BB02,Tiệm bánh bao 02,wujia_franchise.partner_franchise_bb02,,"C9/4A1 Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh",2026-08-27,,,draft,0,0
franchise_h259,H259,Cửa hàng 804B Lê Trọng Tấn,wujia_franchise.partner_franchise_h259,0909649395,"804B Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, TP HCM",2025-11-11,2026-05-11,,expired,0,0
franchise_h254,H254,[H254] Cửa hàng Đường DT744,wujia_franchise.partner_franchise_h254,0393883787,"Đường DT744, Xã An Tây, Bến Cát, Bình Dương",2025-10-19,2026-10-19,,active,0,0
franchise_h262,H262,Cửa hàng 325 Tỉnh Lộ 10,wujia_franchise.partner_franchise_h262,0901702773,"325 Tỉnh Lộ 10, Phường P An Lạc A, Quận Bình Tân, TP HCM",2025-12-13,2026-12-13,Cấm tải 1 chiều,active,0,0
franchise_h263,H263,Cửa hàng 233 Vườn Lài,wujia_franchise.partner_franchise_h263,0706021151,"233 Vườn Lài, Phú Thọ Hòa, Quận Tân Phú, TP HCM",2025-12-16,2026-12-16,,active,0,0
franchise_h265,H265,Cửa hàng 56 Nguyễn Văn Trị,wujia_franchise.partner_franchise_h265,0856921679,"56 Nguyễn Văn Trị, KP1, Phường Hòa Bình, TP Biên Hòa, Tỉnh Đồng Nai",2026-01-05,2026-07-05,"Cấm trên 2T, cấm dừng-đậu (có camera phạt nguội)",expired,0,0
franchise_h264,H264,[H264] Cửa hàng 496 Tỉnh lộ 15,wujia_franchise.partner_franchise_h264,0968804178,"496 Tỉnh lộ 15, xã Phú Hòa Đông, TP.HCM",2025-12-23,2026-12-23,,active,0,0
franchise_h267,H267,Cửa hàng 101 Trần Việt Châu,wujia_franchise.partner_franchise_h267,0906489106,"101 Trần Việt Châu, Phường An Hòa, Quận Ninh Kiều, Cần Thơ",2027-03-01,2031-02-28,,active,0,0
franchise_h268,H268,Cửa hàng 256 Nguyễn Văn Cừ,wujia_franchise.partner_franchise_h268,0906752846,"256 Nguyễn Văn Cừ nối dài , Phường An Khánh, Ninh Kiều, Cần Thơ",2027-03-07,2027-03-08,,active,0,0
franchise_h269,H269,Cửa hàng 2A Nguyễn Đình Chiểu,wujia_franchise.partner_franchise_h269,0906539905,"Số 2A Nguyễn Đình Chiểu, Phường 1, TP Tân An, Long An",2027-03-15,2027-03-16,,active,0,0
franchise_h266,H266,Cửa hàng 28 Ấp Nhất,wujia_franchise.partner_franchise_h266,0792280526,"28 Ấp Nhất, Xã Thạnh Hòa, Huyện Phụng Hiệp, Hậu Giang",2027-02-05,2027-02-06,,active,0,0
franchise_h270,H270,Cửa hàng 79 Phó Cơ Điều,wujia_franchise.partner_franchise_h270,0763360888,"79 Đường Phó Cơ Điều, Phường 3, TP Vĩnh Long",2027-03-15,2027-03-16,,active,0,0
franchise_h278,H278,[H278] Cửa hàng 224 Bùi Quang Chiêu,wujia_franchise.partner_franchise_h278,0904579604,"224 Bùi Quang Chiêu, Ấp 5, Mỏ Cày,  Bến Tre",2027-04-06,2027-04-07,,active,0,0
franchise_h272,H272,Cửa hàng 30 Trần Hưng Đạo,wujia_franchise.partner_franchise_h272,0355138108,"30 Trần Hưng Đạo, Phường 5, TP Cà Mau",2027-03-25,2027-03-26,,active,0,0
franchise_h274,H274,Cửa hàng 203 Tràm Lạc,wujia_franchise.partner_franchise_h274,0337808296,"203 ấp Tràm Lạc, xã Mỹ Hạnh Bắc, Đức Hòa, Long An",2027-03-25,2027-03-26,,active,0,0
franchise_h282,H282,Cửa hàng 211 Nguyễn Sinh Sắc,wujia_franchise.partner_franchise_h282,0704960282,"211 Nguyễn Sinh Sắc, Phường 1, TP Sa Đéc, Đồng Tháp",2027-04-13,2027-04-14,,active,0,0
franchise_h279,H279,Cửa hàng 1024 Đoàn Nguyễn Tuấn,wujia_franchise.partner_franchise_h279,0375131197,"1024 Đoàn Nguyễn Tuấn, Ấp 4 , xã Hưng Long , Bình Chánh , TP.HCM",2027-04-05,2027-04-06,Cấm 5T,active,0,0
franchise_h284,H284,[H284] Cửa hàng 268 Quốc lộ 91,wujia_franchise.partner_franchise_h284,0939610456,"268 Quốc lộ 91, Phường Thốt Nốt, Cần Thơ",2027-04-22,2027-04-23,,active,0,0
franchise_h276,H276,[H276] Cửa hàng 687 CMT8,wujia_franchise.partner_franchise_h276,0964043687,"687 Cách Mạng Tháng 8, Chánh Nghĩa, Thủ Dầu Một, Bình Dương",2027-03-26,2027-03-27,,active,0,0
franchise_h273,H273,Cửa hàng 58 Lê Lợi,wujia_franchise.partner_franchise_h273,0939138839,"58 Lê Lợi, Phường Châu Phú B, TP. Châu Đốc",2027-03-22,2027-03-23,Cấm 5T,active,0,0
franchise_h277,H277,Cửa hàng 549B Đỗ Xuân Hợp,wujia_franchise.partner_franchise_h277,0327967040,"549B Đỗ Xuân Hợp, Phước Long B, Thủ Đức",2027-03-29,2027-03-30,,active,0,0
franchise_h288,H288,[H288] Cửa hàng 935 Hương Lộ 2,wujia_franchise.partner_franchise_h288,0368168914,"935 Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân",2027-05-04,2027-05-05,,active,0,0
franchise_h285,H285,[H285] Cửa hàng 947 Phú Riềng Đỏ,wujia_franchise.partner_franchise_h285,0393220939,"947 Phú Riềng Đỏ, Tân Xuân, Đồng Xoài, Bình Phước",2027-04-22,2027-04-23,,active,0,0
franchise_h271,H271,[H271] Cửa hàng 242B Quốc Lộ 62,wujia_franchise.partner_franchise_h271,0949888670,"242B Quốc Lộ 62, Phường 2, Tân An, Long An",2027-03-20,2027-03-21,,active,0,0
franchise_h281,H281,[H281] Cửa hàng 748 Hùng Vương,wujia_franchise.partner_franchise_h281,0923702768,"748 Hùng Vương, Hiệp Phước, Nhơn Trạch, Đồng Nai",2027-04-05,2027-04-06,,active,0,0
franchise_h296,H296,[H296] Cửa hàng 25 Mậu Thân,wujia_franchise.partner_franchise_h296,0704946336,"25 Đường Mậu Thân, Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",2024-05-22,2026-05-22,,expired,0,0
franchise_h292,H292,[H292] Cửa hàng Số 7 Nguyễn Trãi,wujia_franchise.partner_franchise_h292,0982454946,"Số 7 Nguyễn Trãi, Phường An Thạnh, Hồng Ngự, Đồng Tháp.",2024-05-16,2026-05-16,Khi giao hàng gọi trước 1g. Đậu xe giao hàng bên đường,expired,0,0
franchise_h286,H286,[H286] Cửa hàng 831 Quang Trung,wujia_franchise.partner_franchise_h286,0936289557,"831 Quang Trung, p.12, Q. Gò Vấp, TP HCM",2027-04-22,2027-04-23,,active,0,0
franchise_h283,H283,[H283] Cửa hàng 226E Phan Anh,wujia_franchise.partner_franchise_h283,0905390395,"226E Phan Anh, P. Tân Thới Hòa , Q.Tân Phú",2027-04-22,2027-04-23,,active,0,0
franchise_h291,H291,[H291] Cửa hàng 148 Trương Công Định,wujia_franchise.partner_franchise_h291,0862706095,"148 Trương Công Định, Phường 14, Quận Tân Bình",2024-05-10,2026-05-10,,expired,0,0
franchise_h289,H289,[H289] Cửa hàng Ô4-Lô C9 KDC An Phú,wujia_franchise.partner_franchise_h289,0866097132,"Ô4-Lô C9 ,KDC An Phú, Phường An Phú, Thị Xã Thuận An,Tỉnh Bình Dương",2024-05-06,2026-05-06,,expired,0,0
franchise_h287,H287,[H287] Cửa hàng 548 Võ Thị Sáu,wujia_franchise.partner_franchise_h287,0705790438,"548 Võ Thị Sáu, Tổ 7/13 Ô2 , KP Hải Hà 2, Huyện Long Hải,  Bà Rịa- Vũng Tàu.",2027-04-29,2027-04-30,,active,0,0
franchise_h290,H290,[H290] Cửa hàng 52 Ngô Quyền,wujia_franchise.partner_franchise_h290,0933983539,"52 Ngô Quyền, Phường An Hoà, Biên Hòa, Đồng Nai",2024-05-09,2026-05-09,,expired,0,0
franchise_h297,H297,[H297] 63 Đường 26 Tháng 3,wujia_franchise.partner_franchise_h297,0931552344,"63 Đường 26 Tháng 3, KV4, Phường Châu Văn Liêm, Quận Ô Môn, Cần Thơ",2024-05-27,2026-05-27,,expired,0,0
franchise_h302,H302,[H302] Cửa hàng 1868 Huỳnh Tấn Phát,wujia_franchise.partner_franchise_h302,0903173520,"1868 Huỳnh Tấn Phát, Thị Trấn Nhà Bè,TP.HCM",2024-06-12,2026-06-12,,expired,0,0
franchise_h298,H298,[H298] Cửa hàng Lô 7- Căn 7 Phan Thị Ràng,wujia_franchise.partner_franchise_h298,0357726298,"Lô 7- Căn 7 Phan Thị Ràng, Phường An Hòa, TP Rạch Giá, Kiên Giang",2024-05-28,2026-05-28,,expired,0,0
franchise_h299,H299,[H299] Cửa hàng 20 Nguyễn Sỹ Sách,wujia_franchise.partner_franchise_h299,0949219090,"20 Nguyễn Sỹ Sách, Phường 15, Tân Bình, TP HCM",2024-06-03,2026-06-03,,expired,0,0
franchise_h301,H301,[H301] Cửa hàng 153 Huỳnh Văn Luỹ,wujia_franchise.partner_franchise_h301,0846719799,"153 Huỳnh Văn Luỹ, Phường Phú lợi, TPThủ Dầu Một Bình Dương",2024-06-08,2026-06-08,"Gọi tiệm trước 30p, tiệm ngay ngã 3",expired,0,0
franchise_h293,H293,[H293] Cửa hàng 211 Lê Hồng Phong,wujia_franchise.partner_franchise_h293,0849100379,"211 Lê Hồng Phong, Khu Phố 8, Phường Phú Hòa, Thủ Dầu Một, Bình Dương",2024-05-18,2026-05-18,,expired,0,0
franchise_h300,H300,[H300] Cửa hàng 194 Thủ Khoa Nghĩa,wujia_franchise.partner_franchise_h300,0979294329,"194 Thủ Khoa Nghĩa, Châu Phú A, Châu Đốc, An Giang",2024-06-04,2026-06-04,Cấm 16h30-18h30,expired,0,0
franchise_h310,H310,[H310] Cửa hàng 330A/13 An Phú Tây,wujia_franchise.partner_franchise_h310,0901419229,"330A/13 An Phú Tây-Hưng Long, Ấp 1, Xã An Phú Tây, Bình Chánh, TP.HCM",2024-07-11,2026-07-11,,expired,0,0
franchise_h294,H294,[H294] Cửa hàng 61 Lê Văn Khương,wujia_franchise.partner_franchise_h294,0822293294,"61 Lê Văn Khương, Thới An, Quận 12, Thành phố Hồ Chí Minh",2024-05-21,2026-05-21,,expired,0,0
franchise_h309,H309,[H309] Cửa hàng 320 Lý Thái Tổ,wujia_franchise.partner_franchise_h309,0798896677,"320 Lý Thái Tổ, Ấp Bến Sắn, Xã Phước Thiền, Huyện Nhơn Trạch, Đồng Nai",2024-07-10,2026-07-10,,expired,0,0
franchise_h312,H312,[H312] Cửa hàng 240 Đường 03/02,wujia_franchise.partner_franchise_h312,0707719346,"Số 240, Ô 1, Khu 2, Thị Trấn Chợ Gạo, Huyện Chợ Gạo, Tỉnh Tiền Giang, Việt Nam",2024-07-18,2026-07-18,,expired,0,0
franchise_h311,H311,[H311] Cửa hàng 152 Dương Thị Mười,wujia_franchise.partner_franchise_h311,0793894787,"152  Dương Thị Mười, Phường Tân Thới Hiệp, Quận 12, TP HCM",2024-07-18,2026-07-18,,expired,0,0
franchise_h295,H295,[H295] Cửa hàng 434 Kinh Dương Vương,wujia_franchise.partner_franchise_h295,0877645969,"434 Kinh Dương Vương, An Lạc, Quận Bình Tân,TP HCM",2024-05-22,2026-05-22,"Cấm dừng-cấm đậu (leo lề), giao xe nhỏ 500/900",expired,0,0
franchise_h327,H327,[H327] Cửa hàng 29 Trưng Nhị,wujia_franchise.partner_franchise_h327,0384526168,"29 Trưng Nhị, Khu 1, Ô1, TT Thủ Thừa, Huyện Thủ Thừa, Long An",2024-08-09,2026-08-09,Cấm 5T; 9:00 mới mở cửa,expired,0,0
franchise_h306,H306,[H306] Cửa hàng 1A225 Vĩnh Lộc,wujia_franchise.partner_franchise_h306,0984522306,"1A225 Vĩnh Lộc, Xã Phạm Văn Hai, Bình Chánh, Hồ Chí Minh",2024-07-05,2026-07-05,,expired,0,0
franchise_h326,H326,[H326] Cửa hàng 102/4 Trần Hoàng Na,wujia_franchise.partner_franchise_h326,0384731718,"102/4 Trần Hoàng Na, Phường Hưng Lợi, Quận Ninh Kiều, TP Cần Thơ",2024-08-09,2026-08-09,,expired,0,0
franchise_h323,H323,[H323] Cửa hàng 118 Phạm Ngọc Thạch,wujia_franchise.partner_franchise_h323,0974079152,"98-124 Phạm Ngọc Thạch, Hiệp Thành, Thủ Dầu Một, Bình Dương",2024-08-06,2026-08-06,,expired,0,0
franchise_h320,H320,[H320] Cửa hàng 1627A Tỉnh Lộ 10,wujia_franchise.partner_franchise_h320,0868805740,"1627A Tỉnh Lộ 10, Phường Tân Tạo A, Quận Bình Tân, TP HCM",2024-07-27,2026-07-27,Cấm tải 1 chiều,expired,0,0
franchise_h308,H308,[H308] Cửa hàng Hẻm 793 Tỉnh lộ 768,wujia_franchise.partner_franchise_h308,0862809072,"Hẻm 793 Tỉnh lộ 768, Thanh Phú, Vĩnh Cửu, Đồng Nai",2024-07-05,2026-07-05,Cấm 2T 18:00-22:00,expired,0,0
franchise_h317,H317,[H317] Cửa hàng 248 Quốc Lộ 91,wujia_franchise.partner_franchise_h317,0949286633,"248 Quốc Lộ 91, TT Cái Dầu, Châu Phú, An Giang",2024-07-23,2026-07-23,,expired,0,0
franchise_h303,H303,[H303] Cửa hàng 28 Tô Vĩnh Diện,wujia_franchise.partner_franchise_h303,0355483353,"28 Tô Vĩnh Diện, Linh Chiểu, Thủ Đức, TP HCM",2026-06-24,2026-06-24,,expired,0,0
franchise_h314,H314,[H314] Cửa hàng Số 2 Nguyễn Chí Thanh,wujia_franchise.partner_franchise_h314,0932386565,"Số 2 Nguyễn Chí Thanh, Trà Nóc, Bình Thủy, Cần Thơ",2024-07-22,2026-07-22,,expired,0,0
franchise_h316,H316,[H316] Cửa hàng 460 Khu phố 4,wujia_franchise.partner_franchise_h316,0909884528,"460 Khu phố 4, Phường Phú Hòa, TP. Thủ Dầu Một, Bình Dương",2024-07-23,2026-07-23,,expired,0,0
franchise_h337,H337,[H337] Cửa hàng Số 15 Quốc Lộ 80,wujia_franchise.partner_franchise_h337,0943424781,"15 QL80, Kiên Bình, Kiên Lương, Kiên Giang",2024-08-23,2026-08-23,,expired,0,0
franchise_h322,H322,[H322] Cửa hàng 66/14c Bình Thành,wujia_franchise.partner_franchise_h322,0708595322,"66/14c Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân",2024-07-29,2026-07-29,,expired,0,0
franchise_h339,H339,[H339] Cửa hàng 162 CMT8,wujia_franchise.partner_franchise_h339,0366019533,"162 Đường CMT8 , KP1, Phường 2, TP Tây Ninh, Tỉnh Tây Ninh",2024-08-24,2026-08-24,,expired,0,0
franchise_h304,H304,[H304] Cửa hàng 210 Quang Trung,wujia_franchise.partner_franchise_h304,0769685566,"210 Quang Trung, Phường 10, Quận Gò Vấp, TP.HCM",2024-06-24,2026-06-24,,expired,0,0
franchise_h329,H329,[H329] Cửa hàng 20 Nguyễn Trãi,wujia_franchise.partner_franchise_h329,0354726724,"20 Nguyễn Trãi, Thị Trấn Tri Tôn, Tỉnh An Giang",2024-08-29,2026-08-29,"Cấm 2,5T_CẤM TỔNG TẢI 5T",active,0,0
franchise_h318,H318,[H318] Cửa hàng 183A Nguyễn Tất Thành,wujia_franchise.partner_franchise_h318,0379115353,"183A Nguyễn Tất Thành, Phường 8, TP Cà Mau",2026-08-27,,,draft,0,0
franchise_h319,H319,[H319] Cửa hàng 3/1E Võ Dõng 1,wujia_franchise.partner_franchise_h319,0363385353,"3/1E Võ Dõng 1, Gia Kiệm, Thống Nhất, Đồng Nai",2024-07-27,2026-07-27,,expired,0,0
franchise_h335,H335,[H335] Cửa hàng 28 Trần Hưng Đạo,wujia_franchise.partner_franchise_h335,0385815353,"28 Trần Hưng Đạo, Phan Thiết, Bình Thuận",2024-08-14,2026-08-14,,expired,0,0
franchise_h336,H336,"[H336] Cửa hàng 43 Đường Quang Trung, Hưng Phú",wujia_franchise.partner_franchise_h336,0868784513,"43 Quang Trung, phường Hưng Phú, quận Cái Răng, TP. Cần Thơ",2024-08-22,2026-08-22,,expired,0,0
franchise_h275,H275,[H275] Cửa hàng 222 Nguyễn Văn Luông,wujia_franchise.partner_franchise_h275,0936424207,"222 Nguyễn Văn Luông, Phường 11, Quận 6, TP HCM",2027-03-26,2027-03-27,,active,0,0
franchise_h307,H307,[H307] Cửa hàng 76 Tam Hà,wujia_franchise.partner_franchise_h307,0328895968,"76 Tam Hà, Phường Tam Phú, Thủ Đức, TP HCM",2024-07-04,2026-07-04,,expired,0,0
franchise_h338,H338,[H338] Cửa hàng 40 Đường DA1-2,wujia_franchise.partner_franchise_h338,0356153836,"40 Đường DA1-2, Mỹ Phước 2, P. Mỹ Phước,  Bến Cát, Bình Dương",2025-01-10,2027-01-10,,active,0,0
franchise_h334,H334,[H334] Cửa hàng 333 Nguyễn Hữu Thọ,wujia_franchise.partner_franchise_h334,0328013500,"333 Nguyễn Hữu Thọ, Tân Hưng, Quận 7",2024-08-14,2026-08-14,,expired,0,0
franchise_h331,H331,[H331] Cửa hàng 87 Huỳnh Thiện Lộc,wujia_franchise.partner_franchise_h331,0908009331,"87 Huỳnh Thiện Lộc, Hòa Thạnh, Tân Phú, TP.HCM",2024-08-15,2026-08-15,,expired,0,0
franchise_h261,H261,[H261] Cửa hàng Tổ 6,wujia_franchise.partner_franchise_h261,0908159984,"Tổ 6, KP4, Phường Hưng Long, TX Chơn Thành, Bình Phước",2025-11-16,2026-11-16,,active,0,0
franchise_h332,H332,[H332] Cửa hàng 8-22 Nguyễn Văn Khạ,wujia_franchise.partner_franchise_h332,0378600950,"8-22 Nguyễn Văn Khạ, TT. Củ Chi, Củ Chi, TP HCM",2024-08-22,2026-08-22,"Cấm dừng, cấm đỗ",expired,0,0
franchise_h345,H345,[H345] Cửa hàng 36 Đường số 2,wujia_franchise.partner_franchise_h345,0933616665,"36 Đường số 2, Cầu Tây Đô, Huyện Phong Điền, TP Cần Thơ",2024-10-03,2026-10-03,,active,0,0
franchise_h343,H343,[H343] Cửa hàng 110 Lê Lợi,wujia_franchise.partner_franchise_h343,0965461796,"110 - Đường Lê Lợi, Khóm 4, Phường 6, TP Sóc Trăng, Tỉnh Sóc Trăng",2024-09-04,,,draft,0,0
franchise_h353,H353,[H353] Cửa hàng 227 Điện Biên Phủ,wujia_franchise.partner_franchise_h353,0866584783,"227 Điện Biên Phủ, Phường Phước Nguyên, Bà Rịa-Vũng Tàu",2024-09-19,2026-09-19,"Cấm 3,5T",active,0,0
franchise_h315,H315,[H315] Cửa hàng Lô T19 KDC Gò Đen,wujia_franchise.partner_franchise_h315,0708699315,"Lô T19 KDC Gò Đen, Ấp 4, Phước Lợi, Bến Lức, Long An",2024-07-22,2026-07-22,"Cấm 16:00-20:00, cấm 5T",expired,0,0
franchise_h340,H340,[H340] Cửa hàng 30 Nguyễn Thái Bình,wujia_franchise.partner_franchise_h340,0972072064,"30 Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",2024-09-04,2026-09-04,,active,0,0
franchise_h352,H352,[H352] Cửa hàng 99 Trần Hưng Đạo,wujia_franchise.partner_franchise_h352,0946197838,"99 Trần Hưng Đạo, Mỹ Quý, Long Xuyên , An Giang",2026-09-09,2026-09-10,,active,0,0
franchise_h344,H344,[H344] Cửa hàng 736 Phạm Hữu Lầu,wujia_franchise.partner_franchise_h344,0931035188,"736 Phạm Hữu Lầu, Cao Lãnh, Đồng Tháp",2024-09-04,,,draft,0,0
franchise_h351,H351,[H351] Cửa hàng Ngã Tư Nông Trường,wujia_franchise.partner_franchise_h351,0393591956,"Ngã Tư Nông Trường, Ấp Phước Đức A, Xã Phước Đông, Gò Dầu, Tây Ninh",2024-09-07,2026-09-07,,active,0,0
franchise_h333,H333,[H333] Cửa hàng 232 Nguyễn Văn Tạo,wujia_franchise.partner_franchise_h333,0366285878,"232 Nguyễn Văn Tạo, Ấp 2, Xã Long Thới , Huyện Nhà Bè",2024-08-14,2026-08-14,,expired,0,0
franchise_h349,H349,[H349] Cửa hàng 8/2C Nguyễn Du,wujia_franchise.partner_franchise_h349,0842221848,"8/2C Nguyễn Du, KP1, P. Bửu Long, TP. Biên Hoà, Đồng Nai",2024-09-07,2026-09-07,Cấm trên 2T,active,0,0
franchise_h356,H356,[H356] Cửa hàng 64/3 Lê Thị Hồng Gấm,wujia_franchise.partner_franchise_h356,0399516188,"64/3 Lê Thị Hồng Gấm, Phường 6, TP Mỹ Tho, Tiền Giang",2024-09-25,2026-09-25,,active,0,0
franchise_h350,H350,[H350] Cửa hàng 377B Nguyễn Ảnh Thủ,wujia_franchise.partner_franchise_h350,0903743143,"377B Nguyễn Ảnh Thủ, P. Hiệp Thành, Q12, TP.HCM",2024-09-14,2026-09-14,,active,0,0
franchise_h354,H354,[H354] Cửa hàng 38 Đường GS1,wujia_franchise.partner_franchise_h354,0365325799,"38 Đường GS1, Đông Hoà, Dĩ An, Bình Dương",2024-09-20,2026-09-20,,active,0,0
